iter	Logloss
206	0.344077322
207	0.3430308304
208	0.3425366306
209	0.3422844695
210	0.3419852228
211	0.3410705325
212	0.3407853926
213	0.340567902
214	0.3401902516
215	0.3390472804
216	0.3383832768
217	0.3380964153
218	0.3367986831
219	0.3362528903
220	0.3358134929
221	0.3349171784
222	0.3343096333
223	0.3340086902
224	0.3333531714
225	0.3324883276
226	0.3322331104
227	0.3317838365
228	0.3314076257
229	0.3304840308
230	0.3303230509
231	0.3293919851
232	0.3284522381
233	0.3280542421
234	0.3275333987
235	0.326745807
236	0.3264246385
237	0.32580734
238	0.3250816271
239	0.3245779133
240	0.3240580529
241	0.3236870455
242	0.3234363182
243	0.3230167823
244	0.3225449269
245	0.3223590075
246	0.3217744081
247	0.321315546
248	0.3209860502
249	0.3203129249
250	0.3198141447
251	0.3192003138
252	0.3188993763
253	0.3180580418
254	0.3176480541
255	0.3166769585
256	0.3161647769
257	0.3158587193
258	0.315045593
259	0.3144499194
260	0.3141191254
261	0.3136278313
262	0.3131674258
263	0.3124174578
264	0.3118875318
265	0.3113519387
266	0.3100926753
267	0.3088767942
268	0.3084714111
269	0.3081474167
270	0.3071972707
271	0.3067313292
272	0.3060947632
273	0.3057348751
274	0.3052803797
275	0.3039561834
276	0.3031381119
277	0.3026914201
278	0.3025674356
279	0.302025742
280	0.3012909063
281	0.3010680572
282	0.3005680782
283	0.3004536899
284	0.2998472138
285	0.2996787588
286	0.299322633
287	0.2986697038
288	0.2982428918
289	0.2977822807
290	0.2974395978
291	0.2972002725
292	0.2968719815
293	0.2964277098
294	0.2961438417
295	0.2958087465
296	0.2954975432
297	0.2952303793
298	0.2946648199
299	0.2941885982
300	0.2937713819
301	0.2934309037
302	0.2932132663
303	0.2927930824
304	0.2923858788
305	0.2920971351
306	0.291845225
307	0.2917009226
308	0.2910066757
309	0.2908168661
310	0.2903692387
311	0.2899325272
312	0.2897554567
313	0.289208434
314	0.2888745451
315	0.2883860294
316	0.2879165987
317	0.2874833714
318	0.2871225612
319	0.2867614485
320	0.2864034058
321	0.2856268162
322	0.2853148
323	0.2851145435
324	0.2848427754
325	0.2847202784
326	0.2843974122
327	0.2838448094
328	0.2836919553
329	0.283424027
330	0.2828658325
331	0.2816599816
332	0.2807880625
333	0.2805127686
334	0.2803134269
335	0.2799834695
336	0.2795845873
337	0.2791267564
338	0.2786593019
339	0.2784256726
340	0.2779759559
341	0.2777670569
342	0.2772613035
343	0.2770496182
344	0.2762515903
345	0.276107765
346	0.2754107472
347	0.2751314985
348	0.2742956767
349	0.2738000817
350	0.2735038025
351	0.2729742554
352	0.2726108882
353	0.2720624886
354	0.2714795335
355	0.2709807712
356	0.2705138348
357	0.2694406188
358	0.2685953313
359	0.2679987442
360	0.2672757166
361	0.2667122627
362	0.2663140145
363	0.2657972715
364	0.2651936573
365	0.264578359
366	0.2642022561
367	0.2639775285
368	0.2629679199
369	0.2625146343
370	0.261846179
371	0.2617347952
372	0.2612097719
373	0.2607853365
374	0.2602032755
375	0.2599637461
376	0.2592316571
377	0.2586542399
378	0.2585930322
379	0.2583626136
380	0.2579288385
381	0.2576063093
382	0.257281177
383	0.2570903928
384	0.2568311104
385	0.2564243155
386	0.2561243858
387	0.2557815196
388	0.2553541711
389	0.2547892034
390	0.2545188406
391	0.2543789861
392	0.2543567228
393	0.2542067964
394	0.2541304628
395	0.2539742962
396	0.2538366862
397	0.2535150384
398	0.2529022614
399	0.2524078695
400	0.2518636144
401	0.2515295984
402	0.2513008631
403	0.2510137698
404	0.2506228167
405	0.250320549
406	0.250068834
407	0.2498691508
408	0.2494538874
409	0.2492956217
410	0.2482855487
411	0.2477980397
412	0.2472379907
413	0.2469003272
414	0.2462508022
415	0.2459651149
416	0.245723622
417	0.2450907889
418	0.2448824343
419	0.2445020855
420	0.2443362189
421	0.2441290249
422	0.2433854416
423	0.2431341968
424	0.2429840185
425	0.2424846335
426	0.2418414713
427	0.2411381708
428	0.2407181733
429	0.2402180669
430	0.2399937949
431	0.2397251234
432	0.2394783825
433	0.2392770157
434	0.238723784
435	0.2382901616
436	0.2378246199
437	0.2375285609
438	0.2371565291
439	0.2366596071
440	0.2364622856
441	0.2362340965
442	0.236117239
443	0.235791756
444	0.2352572086
445	0.2347454862
446	0.2347293186
447	0.2340949313
448	0.2337927849
449	0.2335097991
450	0.2331228027
451	0.2325987465
452	0.2323287859
453	0.2314627602
454	0.2311975241
455	0.23102346
456	0.2305834704
457	0.2302391587
458	0.2299103586
459	0.2298025212
460	0.2288384039
461	0.2282695821
462	0.2280390528
463	0.2277161716
464	0.2275261856
465	0.2270780505
466	0.2264786194
467	0.22559562
468	0.2247959635
469	0.2243605246
470	0.2237855512
471	0.2233215441
472	0.2228652514
473	0.2223348911
474	0.2217892588
475	0.2213569875
476	0.2210306399
477	0.2207860758
478	0.2204949329
479	0.2200169883
480	0.2196646798
481	0.2192761633
482	0.2190413098
483	0.2186702724
484	0.2182344784
485	0.2179277771
486	0.2176224679
487	0.2173147333
488	0.2168165307
489	0.2166000263
490	0.2164000184
491	0.2158522525
492	0.2157252463
493	0.2152169168
494	0.2148816153
495	0.2145802206
496	0.2144961131
497	0.2140571945
498	0.2138151251
499	0.2136292081
500	0.2133747458
501	0.2129353055
502	0.2125980755
503	0.2124057715
504	0.2115099433
505	0.2110501524
506	0.2107475565
507	0.2106130074
508	0.2105514698
509	0.2100244653
510	0.2094045513
511	0.208749221
512	0.2086222633
513	0.2084838747
514	0.2082120307
515	0.2078948004
516	0.2077787342
517	0.2073727878
518	0.2063129225
519	0.2061137917
520	0.2055528352
521	0.205320846
522	0.2048162121
523	0.2043514326
524	0.2041717249
525	0.2038838534
526	0.2036448316
527	0.2032196302
528	0.2027523605
529	0.2025022997
530	0.2019200464
531	0.2016425759
532	0.2013948899
533	0.2007389527
534	0.2004100446
535	0.1999111747
536	0.1997488216
537	0.199164248
538	0.1988188769
539	0.198651718
540	0.1981473814
541	0.1977306253
542	0.1974951571
543	0.1973752829
544	0.1971641042
545	0.1968580852
546	0.1967581217
547	0.1964387406
548	0.1960948155
549	0.1954951286
550	0.1947484562
551	0.1943078495
552	0.1938798846
553	0.1934629731
554	0.1928007407
555	0.1926436496
556	0.1924626151
557	0.1922778032
558	0.1921206088
559	0.191482111
560	0.1912813149
561	0.1909311633
562	0.1906079383
563	0.1902413097
564	0.1900993649
565	0.1897998238
566	0.1896876183
567	0.189235744
568	0.1887547201
569	0.1884993681
570	0.1879639516
571	0.1875289019
572	0.1873870826
573	0.1872093566
574	0.1869719092
575	0.1868337282
576	0.1866511526
577	0.1863867624
578	0.1862806683
579	0.1862707597
580	0.1858442631
581	0.1853172373
582	0.1850442198
583	0.1847984543
584	0.1839930204
585	0.1839261365
586	0.1837940366
587	0.1834192246
588	0.1829120583
589	0.182654637
590	0.1824655651
591	0.1823998496
592	0.1820837763
593	0.1816489857
594	0.1815490187
595	0.1812421723
596	0.1810812743
597	0.1808034701
598	0.1806538872
599	0.1805440274
600	0.1803500581
601	0.1801934025
602	0.1798791613
603	0.1798594207
604	0.17956694
605	0.1792811742
606	0.1791481896
607	0.1790525366
608	0.1790403079
609	0.1784913732
610	0.1783729221
611	0.1782658479
612	0.1781517523
613	0.177700512
614	0.1772301324
615	0.1767908074
616	0.1765017934
617	0.1762097639
618	0.1761432472
619	0.175992635
620	0.1757572832
621	0.1757471084
622	0.1755388162
623	0.1753540386
624	0.1752237129
625	0.1748172027
626	0.1744562184
627	0.1740872547
628	0.1737277077
629	0.1733255324
630	0.1731443206
631	0.1728016466
632	0.1725060195
633	0.1716986986
634	0.1713416429
635	0.171301603
636	0.171173048
637	0.1707929678
638	0.1706821617
639	0.1705851786
640	0.1702407676
641	0.1698045523
642	0.169566755
643	0.1693269576
644	0.1689506236
645	0.168630793
646	0.1684496983
647	0.1680695809
648	0.1676407015
649	0.1673626153
650	0.1673179522
651	0.1671824713
652	0.1669716807
653	0.166656204
654	0.1664017906
655	0.1659336134
656	0.165707031
657	0.1651961224
658	0.164696507
659	0.16445164
660	0.1641141088
661	0.1639250004
662	0.1638046616
663	0.1635412748
664	0.1630858918
665	0.1625115575
666	0.1621465993
667	0.1620130187
668	0.1617261634
669	0.1613701893
670	0.1610966335
671	0.1609593996
672	0.1607108833
673	0.1603767592
674	0.1601829373
675	0.1598600181
676	0.1594005095
677	0.1591699702
678	0.1589903558
679	0.1589153358
680	0.1585707587
681	0.1583130109
682	0.1581790371
683	0.1579257586
684	0.1577011621
685	0.1575224072
686	0.1573341405
687	0.1572051678
688	0.1568805786
689	0.1566212982
690	0.1563061311
691	0.1559991845
692	0.1558228985
693	0.1553410303
694	0.154965562
695	0.1546140019
696	0.1543999877
697	0.1539292325
698	0.1538433733
699	0.1538364889
700	0.1536600315
701	0.1533801279
702	0.1532660177
703	0.1529766948
704	0.1526781657
705	0.1522880427
706	0.151958391
707	0.1516805073
708	0.1514063801
709	0.1509311903
710	0.1505734043
711	0.1503758304
712	0.1500781886
713	0.1497251091
714	0.1491703311
715	0.1488616488
716	0.1485265976
717	0.1482039585
718	0.1481331099
719	0.1477019283
720	0.1475372156
721	0.1473017162
722	0.1470500166
723	0.1468868382
724	0.1465715241
725	0.1464527071
726	0.1461357175
727	0.1459596803
728	0.1456882813
729	0.1455355972
730	0.1452492246
731	0.145021858
732	0.1448591828
733	0.1447594094
734	0.1446683821
735	0.1442828919
736	0.144105151
737	0.1440299368
738	0.1439533768
739	0.1437500686
740	0.1434844572
741	0.1434704726
742	0.1432948036
743	0.1431130034
744	0.1428862975
745	0.1427790433
746	0.1427095424
747	0.1426921329
748	0.1424502224
749	0.1423494242
750	0.1421309227
751	0.1419053037
752	0.1417738729
753	0.1417505015
754	0.1415747519
755	0.1412968252
756	0.1412714205
757	0.1411464639
758	0.1410418892
759	0.1406405108
760	0.1405370572
761	0.1402911008
762	0.140123405
763	0.1399895964
764	0.1398033613
765	0.1397132316
766	0.1395177714
767	0.1393354588
768	0.1389385052
769	0.1386105131
770	0.1384904651
771	0.1382945118
772	0.1380520502
773	0.1377999143
774	0.1377795447
775	0.1376095475
776	0.1373287413
777	0.1371855337
778	0.1367948387
779	0.1366946732
780	0.1363896337
781	0.1360831594
782	0.1360659106
783	0.1359133192
784	0.1358872881
785	0.1358497609
786	0.1358255202
787	0.1358043255
788	0.1357512278
789	0.1354881939
790	0.1352557717
791	0.135149022
792	0.1350610283
793	0.1347924614
794	0.1343824827
795	0.1342947823
796	0.1340748825
797	0.1339792176
798	0.1337873086
799	0.1336350244
800	0.1335060073
801	0.133273613
802	0.1331527213
803	0.1328969756
804	0.1326003471
805	0.132456734
806	0.132325799
807	0.1320875698
808	0.1320455633
809	0.1318178749
810	0.1313980367
811	0.1312434393
812	0.1309026205
813	0.1308037174
814	0.1305777032
815	0.1302160629
816	0.1301218026
817	0.1297600209
818	0.1296045187
819	0.1293709097
820	0.1292197478
821	0.1289856874
822	0.1288532201
823	0.128822796
824	0.1286624764
825	0.128259669
826	0.1281228113
827	0.1280307998
828	0.1279056966
829	0.1278585131
830	0.127554314
831	0.1274484343
832	0.1273744389
833	0.1271806744
834	0.1269901157
835	0.126889492
836	0.1265079469
837	0.1261305711
838	0.1260464768
839	0.1259577439
840	0.1259127624
841	0.1257417172
842	0.1255384443
843	0.1254794932
844	0.1252034906
845	0.1250616953
846	0.1248460145
847	0.1246052778
848	0.124431351
849	0.1243305076
850	0.1241955853
851	0.1240547395
852	0.1236650418
853	0.1235386279
854	0.1232073995
855	0.1230033784
856	0.1226985074
857	0.1225889631
858	0.1224921077
859	0.1224335591
860	0.1224301979
861	0.1220312691
862	0.1217216877
863	0.121556521
864	0.1214795525
865	0.1212785522
866	0.1212320068
867	0.1209328912
868	0.1207615522
869	0.1205281905
870	0.1204325163
871	0.1203419757
872	0.1201180425
873	0.1197168893
874	0.1196590225
875	0.1195038673
876	0.1192546391
877	0.1191594415
878	0.118975375
879	0.1187682753
880	0.1187049812
881	0.1184974298
882	0.1182010572
883	0.1179382351
884	0.1177524658
885	0.1174316051
886	0.1173315647
887	0.1172389802
888	0.1171140792
889	0.1168071333
890	0.116731048
891	0.1166355613
892	0.1165106692
893	0.1163745078
894	0.1161521072
895	0.1161249766
896	0.1160281591
897	0.1156814797
898	0.1154843883
899	0.1154215911
900	0.1154116188
901	0.1153412709
902	0.1153109248
903	0.1150686076
904	0.1149092422
905	0.1148483855
906	0.1145412946
907	0.1143508551
908	0.1142190308
909	0.1141214146
910	0.1140850061
911	0.1138858233
912	0.1137894057
913	0.1135253535
914	0.1132846221
915	0.1132004198
916	0.1129636537
917	0.1128199795
918	0.1124770966
919	0.1123204441
920	0.1120057244
921	0.111868644
922	0.1116974085
923	0.1115754259
924	0.1114297806
925	0.1113543043
926	0.1111889238
927	0.1109868183
928	0.1106515611
929	0.1103143785
930	0.1101546364
931	0.1100351771
932	0.110014464
933	0.1099294286
934	0.1097004568
935	0.1096274289
936	0.1094063055
937	0.1091934203
938	0.1089139801
939	0.1088047734
940	0.1087298232
941	0.1086593256
942	0.1085488963
943	0.1082106739
944	0.1081827732
945	0.1078051691
946	0.1076640439
947	0.1074193329
948	0.1072160377
949	0.1069935783
950	0.1068034815
951	0.1067072382
952	0.1066671142
953	0.1063444126
954	0.1063089968
955	0.1061381074
956	0.1059437915
957	0.1058476671
958	0.1057912369
959	0.1057625323
960	0.1054578095
961	0.1054026661
962	0.105314094
963	0.1052961618
964	0.1051286609
965	0.1048203399
966	0.1045774646
967	0.1044727201
968	0.104461388
969	0.104317351
970	0.1041695064
971	0.1040473465
972	0.1038125214
973	0.1036776159
974	0.1035262263
975	0.1032448839
976	0.1031669604
977	0.1029507368
978	0.1028398488
979	0.1026780824
980	0.1024232189
981	0.102255379
982	0.1019367838
983	0.1018329331
984	0.1017486773
985	0.1016485207
986	0.101457201
987	0.1013631507
988	0.1011634823
989	0.1010645227
990	0.1009103105
991	0.1006994051
992	0.100632556
993	0.1005506961
994	0.1003571304
995	0.1002501454
996	0.1001867099
997	0.1000951256
998	0.1000012136
999	0.09962743154
